Round,Loss,Accuracy,F1_score,Kappa,ROC_auc
1, 1.9866276339601023,  0.2758,  0.2150998904779069,  0.19533333333333336,  0.7591333666666665
2, 1.8599946098967481,  0.3338,  0.3022657152765811,  0.25977777777777766,  0.7890928333333334
3, 1.7929666834517408,  0.35,  0.31697002872037944,  0.2777777777777778,  0.8113992833333334
4, 1.7575062505734234,  0.3689,  0.3366609943837977,  0.2987777777777775,  0.8184335888888888
5, 1.7364648466293042,  0.3554,  0.3244665137759346,  0.2837777777777777,  0.8267288944444445
6, 1.6947254018661695,  0.378,  0.3480144860452742,  0.30888888888888877,  0.8356189444444444
7, 1.6599454262766975,  0.3899,  0.36966988346020413,  0.3221111111111111,  0.8405948333333333
8, 1.677440206082865,  0.3809,  0.3536363954017311,  0.31211111111111134,  0.8409972444444443
9, 1.6458985100919827,  0.3945,  0.3728716490350292,  0.3272222222222222,  0.8457356833333334
10, 1.6329638980828916,  0.3976,  0.370613625083325,  0.33066666666666644,  0.8510283555555557
11, 1.6147115580951825,  0.4164,  0.39569165715458576,  0.3515555555555554,  0.8521081833333332
12, 1.58964818506576,  0.4174,  0.40117380013035575,  0.3526666666666668,  0.8574903611111113
13, 1.5773432258599864,  0.436,  0.41956115234196034,  0.3733333333333333,  0.8604357222222223
14, 1.5535476314374053,  0.439,  0.4274337039731878,  0.3766666666666668,  0.8621419722222223
15, 1.5531147478487546,  0.4349,  0.4236585327612872,  0.3721111111111113,  0.8628103111111111
16, 1.5340396881865237,  0.4418,  0.4322035505888394,  0.37977777777777766,  0.8659861000000001
17, 1.541044510210665,  0.4402,  0.4304608392838848,  0.3780000000000001,  0.8661416111111111
18, 1.52430858665381,  0.4512,  0.4408785066730735,  0.39022222222222236,  0.8684952000000001
19, 1.5218638387350991,  0.4453,  0.43933385886561016,  0.3836666666666667,  0.867618911111111
20, 1.5090025392965005,  0.455,  0.45057825127686896,  0.3944444444444444,  0.8706984055555557
21, 1.4777961112439824,  0.4676,  0.4647515899651876,  0.4084444444444445,  0.8761416000000001
22, 1.450362782127941,  0.4813,  0.4771746179175926,  0.42366666666666675,  0.88020625
23, 1.4945531477943397,  0.4478,  0.44268930582109967,  0.3864444444444445,  0.8738157333333334
24, 1.4546644820953711,  0.4747,  0.4683455622893823,  0.41633333333333333,  0.8800446555555557
25, 1.4502568599134207,  0.4732,  0.471087515625804,  0.4146666666666664,  0.8809117277777778
26, 1.459614760578631,  0.4638,  0.45839517506094685,  0.40422222222222237,  0.8790813333333333
27, 1.459115592435526,  0.4622,  0.4594088853897057,  0.4024444444444445,  0.8792600166666666
28, 1.4391966285035251,  0.4716,  0.47327325149736393,  0.41288888888888897,  0.8827621055555556
29, 1.4247111718113812,  0.482,  0.4811500217003399,  0.4244444444444444,  0.8858601166666666
30, 1.4565425932216949,  0.4607,  0.4565665998272901,  0.4007777777777778,  0.8799574222222223
31, 1.4415605159613272,  0.4684,  0.4649394668933394,  0.4093333333333333,  0.88196015
32, 1.4603234502835014,  0.4536,  0.45345836582827725,  0.39288888888888873,  0.8811917888888887
33, 1.415464912359707,  0.4766,  0.47563819019432474,  0.4184444444444444,  0.8858563222222221
34, 1.4027270459519408,  0.4854,  0.4823958339300324,  0.42822222222222206,  0.8885417055555556
35, 1.4320357390486014,  0.4627,  0.46552484990090015,  0.4029999999999998,  0.8825736444444445
36, 1.42271472585087,  0.4681,  0.47017041332101117,  0.40900000000000003,  0.8854283833333334
37, 1.4135944915655703,  0.4796,  0.4792681798311037,  0.4217777777777778,  0.8873378666666666
38, 1.384424633492296,  0.4947,  0.492136388966404,  0.4385555555555556,  0.8914738777777778
39, 1.3878977237798917,  0.4836,  0.4860881492531314,  0.4262222222222224,  0.8897686888888888
40, 1.3651111748652718,  0.5003,  0.5018317249165075,  0.4447777777777778,  0.8922334444444445
41, 1.3774848789833605,  0.4938,  0.49149404764127363,  0.4375555555555556,  0.89391795
42, 1.3831706534559354,  0.4922,  0.493331461306766,  0.43577777777777804,  0.8894956444444444
43, 1.3713394157802716,  0.4968,  0.4946507959310968,  0.440888888888889,  0.8924062777777779
44, 1.3840823710536043,  0.4847,  0.48759658912057047,  0.4274444444444444,  0.8924061444444444
45, 1.3949682495464533,  0.485,  0.4853716168998721,  0.42777777777777803,  0.8894210666666666
46, 1.3865710085573288,  0.485,  0.48811987271809637,  0.4277777777777779,  0.8894534111111112
47, 1.3856124040036917,  0.4835,  0.48451790968141983,  0.4261111111111112,  0.8908969499999999
48, 1.3904521844257562,  0.4864,  0.4863194257226799,  0.42933333333333323,  0.8905798944444443
49, 1.3616256974756527,  0.5029,  0.5018791459611168,  0.44766666666666677,  0.8948090833333333
50, 1.3839213335856844,  0.4862,  0.4850362812892586,  0.4291111111111112,  0.8904147555555557
